PO_ID,Vendor_ID,Vendor_Name,PO_Date,Delivery_Date,SKU,Quantity,Unit_Price,Currency,Total,Status,Approver
PO-2024-0274,V-1179,Bayt Enterprises Co LLC,2024-09-05,2024-10-02,BV-2011,4200,19.04,SAR,79968.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0347,V-1157,Jeddah International Group,2024-09-05,2024-09-26,HH-3012,4200,49.94,SAR,209748.0,Closed,hala.alsaud@tamween.sa
PO-2024-0124,V-1001,Faridi Cosmetics LLC,2024-09-06,2024-09-17,CM-4017,5000,19.86,SAR,99300.0,Closed,reem.alharbi@tamween.sa
PO-2024-0375,V-1154,Maghrib Cosmetics LLC,2024-09-06,2024-09-19,CM-4006,250,45.87,SAR,11467.5,Closed,reem.alharbi@tamween.sa
PO-2024-0155,V-1042,Arabian Materials Trading Co LLC,2024-09-08,2024-09-29,BV-2007,4200,51.6,SAR,216720.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0252,V-1198,Euphrates Group LLC,2024-09-09,2024-09-23,FG-1012,500,20.12,SAR,10060.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0349,V-1092,Maghrib Logistics Services Co,2024-09-09,2024-09-19,BV-2012,3000,56.46,SAR,169380.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0236,V-1077,Arkan Foodstuff Ltd,2024-09-10,2024-09-25,CM-4005,5000,46.93,SAR,234650.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0089,V-1042,Arabian Materials Trading Co LLC,2024-09-11,2024-09-24,FG-1011,3000,50.22,SAR,150660.0,Closed,omar.faridi@tamween.sa
PO-2024-0140,V-1049,Mediterranean Wines & Spirits Trading LLC,2024-09-12,2024-10-04,CM-4011,1000,41.12,SAR,41120.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0281,V-1137,Kayan Dairy Co LLC,2024-09-12,2024-10-08,BV-2016,250,55.81,SAR,13952.5,Closed,hala.alsaud@tamween.sa
PO-2024-0413,V-1022,Faridi Cleaning Trading LLC,2024-09-12,2024-09-27,FG-1016,500,53.39,SAR,26695.0,Closed,sara.aldosari@tamween.sa
PO-2024-0423,V-1153,Hijaz Pharma Solutions Co,2024-09-12,2024-09-27,PKG-1101,24740,8.4,SAR,207816.0,Closed,hala.alsaud@tamween.sa
PO-2024-0158,V-1038,Sahara Trading Co LLC,2024-09-13,2024-10-03,CM-4007,250,19.98,SAR,4995.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0313,V-1184,Arkan Supply Chain Co LLC,2024-09-13,2024-09-23,HH-3017,500,19.34,SAR,9670.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0325,V-1005,Arabian Confectionery Co LLC,2024-09-13,2024-10-03,FG-1007,3000,48.68,SAR,146040.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0052,V-1034,Madinah Foods Co LLC,2024-09-14,2024-10-03,CM-4013,4200,33.48,SAR,140616.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0342,V-1158,Maghrib Commercial Ltd,2024-09-14,2024-10-05,FG-1028,500,43.36,SAR,21680.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0410,V-1002,Arabian Foods Co LLC,2024-09-16,2024-10-14,BV-2013,2000,11.78,SAR,23560.0,Closed,khalid.almutairi@tamween.sa
PO-2024-0231,V-1036,Nile Marketing LLC,2024-09-17,2024-10-05,HH-3023,4200,48.03,SAR,201726.0,Closed,noor.alshamri@tamween.sa
PO-2024-0253,V-1154,Maghrib Cosmetics LLC,2024-09-17,2024-10-03,HH-3018,500,34.11,SAR,17055.0,Closed,sara.aldosari@tamween.sa
PO-2024-0115,V-1102,Quick Supply Chain Company,2024-09-18,2024-10-03,HH-3016,3000,33.07,SAR,99210.0,Closed,reem.alharbi@tamween.sa
PO-2024-0226,V-1173,Arkan Supply Chain Company,2024-09-18,2024-10-13,CM-4011,1000,36.68,SAR,36680.0,Closed,noor.alshamri@tamween.sa
PO-2024-0398,V-1183,Dar Co Ltd,2024-09-19,2024-10-18,FG-1030,2000,18.99,SAR,37980.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0129,V-1146,Bordeaux Holdings Group,2024-09-20,2024-10-10,HH-3023,250,55.56,SAR,13890.0,Closed,sara.aldosari@tamween.sa
PO-2024-0235,V-1131,Maghrib Cleaning Co,2024-09-20,2024-10-17,FG-1022,250,10.58,SAR,2645.0,Closed,reem.alharbi@tamween.sa
PO-2024-0374,V-1042,Arabian Materials Trading Co LLC,2024-09-20,2024-10-02,FG-1021,250,4.49,SAR,1122.5,Closed,tariq.alghamdi@tamween.sa
PO-2024-0389,V-1137,Kayan Dairy Co LLC,2024-09-21,2024-10-08,CM-4016,5000,50.56,SAR,252800.0,Closed,sara.aldosari@tamween.sa
PO-2024-0071,V-1076,Noor Marketing Ltd,2024-09-22,2024-10-22,HH-3006,500,12.88,SAR,6440.0,Closed,layla.alotaibi@tamween.sa
PO-2024-0172,V-1129,Arkan Cleaning Trading LLC,2024-09-22,2024-10-11,BV-2016,1500,23.96,SAR,35940.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0221,V-1185,Mada Packaging Company,2024-09-22,2024-10-02,BV-2014,4200,29.7,SAR,124740.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0255,V-1142,Al-Rashid Pharma Trading Co LLC,2024-09-22,2024-10-19,BV-2012,3000,17.55,SAR,52650.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0254,V-1009,Bordeaux Cleaning Company,2024-09-23,2024-10-13,HH-3003,3000,20.47,SAR,61410.0,Closed,layla.alotaibi@tamween.sa
PO-2024-0055,V-1178,Bayt Exports LLC,2024-09-24,2024-10-05,FG-1019,2000,33.25,SAR,66500.0,Closed,sara.aldosari@tamween.sa
PO-2024-0072,V-1174,Riyadh Holdings LLC,2024-09-24,2024-10-20,CM-4006,1000,57.01,SAR,57010.0,Closed,noor.alshamri@tamween.sa
PO-2024-0076,V-1185,Mada Packaging Company,2024-09-24,2024-10-05,FG-1011,1500,44.16,SAR,66240.0,Closed,sara.aldosari@tamween.sa
PO-2024-0119,V-1051,Noor Marketing Co,2024-09-24,2024-10-20,CM-4015,5000,39.93,SAR,199650.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0187,V-1104,Maghrib Manufacturing Co,2024-09-24,2024-10-24,HH-3022,3000,49.26,SAR,147780.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0259,V-1057,Zahra Industries Group,2024-09-24,2024-10-17,CM-4001,250,56.71,SAR,14177.5,Closed,omar.faridi@tamween.sa
PO-2024-0321,V-1038,Sahara Trading Co LLC,2024-09-24,2024-10-08,BV-2003,250,6.0,SAR,1500.0,Closed,omar.faridi@tamween.sa
PO-2024-0020,V-1071,Sulaiman Cleaning Group,2024-09-25,2024-10-14,BV-2021,1000,30.89,SAR,30890.0,Closed,omar.faridi@tamween.sa
PO-2024-0113,V-1135,Misr Imports Group,2024-09-25,2024-10-17,HH-3019,1000,35.65,SAR,35650.0,Closed,sara.aldosari@tamween.sa
PO-2024-0178,V-1129,Arkan Cleaning Trading LLC,2024-09-25,2024-10-11,HH-3023,1500,6.65,SAR,9975.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0075,V-1148,Kayan Marketing Group,2024-09-26,2024-10-07,CM-4007,1000,21.68,SAR,21680.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0328,V-1161,Tabuk Services Co,2024-09-26,2024-10-25,CM-4002,500,18.81,SAR,9405.0,Closed,hala.alsaud@tamween.sa
PO-2024-0057,V-1065,Zahra Industries Company,2024-09-27,2024-10-16,HH-3006,5000,41.2,SAR,206000.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0266,V-1142,Al-Rashid Pharma Trading Co LLC,2024-09-27,2024-10-10,BV-2003,500,42.52,SAR,21260.0,Closed,layla.alotaibi@tamween.sa
PO-2024-0086,V-1021,Quick Enterprises Company,2024-09-28,2024-10-23,BV-2023,3000,59.56,SAR,178680.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0269,V-1113,Al-Faisal Beverages LLC,2024-10-01,2024-10-30,BV-2014,4200,24.94,SAR,104748.0,Closed,noor.alshamri@tamween.sa
PO-2024-0395,V-1071,Sulaiman Cleaning Group,2024-10-01,2024-10-19,CM-4009,3000,10.78,SAR,32340.0,Closed,noor.alshamri@tamween.sa
PO-2024-0080,V-1090,Faridi Marketing Company,2024-10-02,2024-10-27,BV-2008,4200,29.29,SAR,123018.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0094,V-1049,Mediterranean Wines & Spirits Trading LLC,2024-10-02,2024-10-25,CM-4009,1000,27.12,SAR,27120.0,Closed,reem.alharbi@tamween.sa
PO-2024-0265,V-1008,Levant Hygiene Ltd,2024-10-02,2024-10-31,CM-4003,500,59.76,SAR,29880.0,Closed,layla.alotaibi@tamween.sa
PO-2024-0322,V-1069,Amwaj Supply Chain LLC,2024-10-02,2024-10-27,BV-2001,3000,47.72,SAR,143160.0,Closed,noor.alshamri@tamween.sa
PO-2024-0112,V-1180,Bordeaux Foods Co,2024-10-03,2024-10-18,BV-2017,1000,17.46,SAR,17460.0,Closed,sara.aldosari@tamween.sa
PO-2024-0278,V-1039,Saudi Holdings Trading LLC,2024-10-03,2024-10-19,FG-1021,1500,56.36,SAR,84540.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0296,V-1125,Saudi Exports Ltd,2024-10-03,2024-10-20,CM-4007,500,8.65,SAR,4325.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0304,V-1120,Premier International Group,2024-10-03,2024-10-31,BV-2013,5000,50.26,SAR,251300.0,Closed,reem.alharbi@tamween.sa
PO-2024-0332,V-1182,Diyar Hygiene Ltd,2024-10-03,2024-10-15,HH-3009,1000,46.35,SAR,46350.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0385,V-1107,Faridi Marketing Trading LLC,2024-10-03,2024-10-28,FG-1004,250,35.11,SAR,8777.5,Closed,layla.alotaibi@tamween.sa
PO-2024-0396,V-1005,Arabian Confectionery Co LLC,2024-10-03,2024-10-18,FG-1025,5000,20.27,SAR,101350.0,Closed,omar.faridi@tamween.sa
PO-2024-0022,V-1162,Tatweer Marketing Co,2024-10-04,2024-10-21,CM-4012,1500,18.1,SAR,27150.0,Closed,omar.faridi@tamween.sa
PO-2024-0029,V-1005,Arabian Confectionery Co LLC,2024-10-04,2024-10-21,FG-1014,2000,7.47,SAR,14940.0,Closed,reem.alharbi@tamween.sa
PO-2024-0110,V-1079,Ibn Sina Materials Trading Ltd,2024-10-04,2024-10-16,FG-1029,5000,20.9,SAR,104500.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0212,V-1140,Falcon Cosmetics LLC,2024-10-04,2024-10-27,HH-3010,4200,43.47,SAR,182574.0,Closed,reem.alharbi@tamween.sa
PO-2024-0256,V-1122,Desert Packaging Company,2024-10-05,2024-10-25,HH-3019,500,38.82,SAR,19410.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0173,V-1040,Saudi Wines & Spirits Co LLC,2024-10-06,2024-10-21,CM-4009,2000,36.4,SAR,72800.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0232,V-1015,Misr Holdings Group,2024-10-07,2024-11-05,FG-1017,4200,51.67,SAR,217014.0,Closed,sara.aldosari@tamween.sa
PO-2024-0379,V-1201,Jamal Marketing Co,2024-10-08,2024-10-21,FG-1023,500,47.08,SAR,23540.0,Closed,sara.aldosari@tamween.sa
PO-2024-0241,V-1104,Maghrib Manufacturing Co,2024-10-09,2024-10-19,HH-3006,2000,57.55,SAR,115100.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0272,V-1140,Falcon Cosmetics LLC,2024-10-09,2024-11-08,HH-3021,3000,49.76,SAR,149280.0,Closed,layla.alotaibi@tamween.sa
PO-2024-0131,V-1037,Premier Industries Co,2024-10-10,2024-10-29,FG-1004,4200,46.23,SAR,194166.0,Closed,hala.alsaud@tamween.sa
PO-2024-0168,V-1009,Bordeaux Cleaning Company,2024-10-10,2024-10-23,CM-4018,250,53.26,SAR,13315.0,Closed,layla.alotaibi@tamween.sa
PO-2024-0306,V-1015,Misr Holdings Group,2024-10-10,2024-10-30,FG-1023,1000,13.25,SAR,13250.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0039,V-1028,Rashid Trading Co LLC,2024-10-11,2024-11-04,CM-4019,250,25.88,SAR,6470.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0159,V-1076,Noor Marketing Ltd,2024-10-11,2024-11-08,HH-3022,1500,55.74,SAR,83610.0,Closed,omar.faridi@tamween.sa
PO-2024-0230,V-1145,Diyar Marketing Ltd,2024-10-11,2024-10-28,HH-3016,250,14.43,SAR,3607.5,Closed,omar.faridi@tamween.sa
PO-2024-0167,V-1156,Ibn Sina Confectionery Group,2024-10-12,2024-10-31,HH-3003,4200,46.44,SAR,195048.0,Closed,reem.alharbi@tamween.sa
PO-2024-0005,V-1025,Oasis Solutions Trading LLC,2024-10-13,2024-10-31,FG-1028,5000,8.08,SAR,40400.0,Closed,hala.alsaud@tamween.sa
PO-2024-0409,V-1133,Kayan Hygiene Co LLC,2024-10-13,2024-11-07,FG-1016,500,11.08,SAR,5540.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0081,V-1080,Oasis Commercial Trading LLC,2024-10-14,2024-11-06,FG-1010,1500,44.6,SAR,66900.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0270,V-1019,Mediterranean Cleaning LLC,2024-10-15,2024-11-09,CM-4005,4200,49.79,SAR,209118.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0333,V-1083,Hijaz Holdings Co LLC,2024-10-15,2024-10-27,HH-3024,3000,44.78,SAR,134340.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0021,V-1204,Misr Confectionery Ltd,2024-10-16,2024-11-07,CM-4015,5000,31.79,SAR,158950.0,Closed,omar.faridi@tamween.sa
PO-2024-0210,V-1026,Olaya Materials Trading Ltd,2024-10-16,2024-11-01,BV-2015,1000,42.44,SAR,42440.0,Closed,reem.alharbi@tamween.sa
PO-2024-0282,V-1009,Bordeaux Cleaning Company,2024-10-16,2024-11-13,BV-2020,3000,11.64,SAR,34920.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0363,V-1070,Bayt Confectionery Co,2024-10-16,2024-11-10,FG-1004,1000,58.02,SAR,58020.0,Closed,noor.alshamri@tamween.sa
PO-2024-0200,V-1118,Diyar Foods LLC,2024-10-17,2024-11-15,BV-2008,3000,52.59,SAR,157770.0,Closed,omar.faridi@tamween.sa
PO-2024-0257,V-1128,Riyadh Confectionery Ltd,2024-10-17,2024-11-05,BV-2005,1500,6.86,SAR,10290.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0327,V-1080,Oasis Commercial Trading LLC,2024-10-17,2024-11-15,BV-2014,250,43.25,SAR,10812.5,Closed,layla.alotaibi@tamween.sa
PO-2024-0403,V-1198,Euphrates Group LLC,2024-10-17,2024-11-13,BV-2022,500,41.99,SAR,20995.0,Closed,sara.aldosari@tamween.sa
PO-2024-0182,V-1128,Riyadh Confectionery Ltd,2024-10-18,2024-11-03,FG-1011,1000,58.5,SAR,58500.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0251,V-1150,Oasis Enterprises Ltd,2024-10-18,2024-11-15,CM-4003,1500,37.74,SAR,56610.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0287,V-1145,Diyar Marketing Ltd,2024-10-18,2024-11-13,FG-1022,250,48.58,SAR,12145.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0290,V-1153,Hijaz Pharma Solutions Co,2024-10-18,2024-11-15,CM-4018,2000,32.03,SAR,64060.0,Closed,khalid.almutairi@tamween.sa
PO-2024-0368,V-1114,Al-Rajhi Materials Trading Ltd,2024-10-18,2024-11-05,BV-2011,3000,53.81,SAR,161430.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0390,V-1010,Rashid Materials Trading Group,2024-10-18,2024-11-09,BV-2007,1500,15.62,SAR,23430.0,Closed,khalid.almutairi@tamween.sa
PO-2024-0417,V-1052,Tigris Exports Group,2024-10-18,2024-11-12,BV-2023,3000,30.64,SAR,91920.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0225,V-1149,Euphrates Marketing LLC,2024-10-19,2024-11-17,FG-1011,250,15.95,SAR,3987.5,Closed,omar.faridi@tamween.sa
PO-2024-0137,V-1084,Jamal Supply Chain Co LLC,2024-10-20,2024-11-19,CM-4017,1500,50.46,SAR,75690.0,Closed,layla.alotaibi@tamween.sa
PO-2024-0377,V-1193,Tatweer Logistics Services LLC,2024-10-20,2024-11-07,FG-1003,250,58.87,SAR,14717.5,Closed,mona.aldakhil@tamween.sa
PO-2024-0011,V-1055,Noor Manufacturing Group,2024-10-21,2024-11-20,HH-3015,4200,25.4,SAR,106680.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0204,V-1132,Mawared Snacks Group,2024-10-22,2024-11-10,FG-1012,5000,47.35,SAR,236750.0,Closed,noor.alshamri@tamween.sa
PO-2024-0222,V-1116,Solo Foods Ltd,2024-10-22,2024-11-18,BV-2003,3000,55.11,SAR,165330.0,Closed,khalid.almutairi@tamween.sa
PO-2024-0250,V-1069,Amwaj Supply Chain LLC,2024-10-22,2024-11-19,HH-3002,5000,43.02,SAR,215100.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0373,V-1021,Quick Enterprises Company,2024-10-22,2024-11-10,BV-2018,500,21.53,SAR,10765.0,Closed,reem.alharbi@tamween.sa
PO-2024-0041,V-1161,Tabuk Services Co,2024-10-23,2024-11-11,HH-3011,500,57.9,SAR,28950.0,Closed,khalid.almutairi@tamween.sa
PO-2024-0174,V-1132,Mawared Snacks Group,2024-10-23,2024-11-07,HH-3005,1500,23.52,SAR,35280.0,Closed,noor.alshamri@tamween.sa
PO-2024-0176,V-1152,Tatweer Commercial Ltd,2024-10-23,2024-11-11,HH-3006,5000,31.02,SAR,155100.0,Closed,noor.alshamri@tamween.sa
PO-2024-0049,V-1128,Riyadh Confectionery Ltd,2024-10-24,2024-11-20,FG-1011,250,47.94,SAR,11985.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0108,V-1045,Tatweer Commercial LLC,2024-10-24,2024-11-09,FG-1001,250,39.77,SAR,9942.5,Closed,yousef.alsubaie@tamween.sa
PO-2024-0118,V-1106,Oasis Manufacturing Co,2024-10-24,2024-11-14,FG-1011,250,42.1,SAR,10525.0,Closed,khalid.almutairi@tamween.sa
PO-2024-0402,V-1030,Bayt Foods Company,2024-10-24,2024-11-19,HH-3010,250,36.02,SAR,9005.0,Closed,reem.alharbi@tamween.sa
PO-2024-0053,V-1062,Riyadh Co Ltd,2024-10-25,2024-11-20,BV-2015,5000,25.25,SAR,126250.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0260,V-1189,Najd Foods Co,2024-10-25,2024-11-12,HH-3017,4200,5.7,SAR,23940.0,Closed,hala.alsaud@tamween.sa
PO-2024-0184,V-1037,Premier Industries Co,2024-10-26,2024-11-21,HH-3002,1500,19.8,SAR,29700.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0362,V-1104,Maghrib Manufacturing Co,2024-10-26,2024-11-16,CM-4002,1000,4.08,SAR,4080.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0034,V-1182,Diyar Hygiene Ltd,2024-10-27,2024-11-23,FG-1024,1500,59.06,SAR,88590.0,Closed,noor.alshamri@tamween.sa
PO-2024-0345,V-1032,Tigris Snacks Group,2024-10-27,2024-11-10,HH-3020,1000,42.52,SAR,42520.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0090,V-1161,Tabuk Services Co,2024-10-28,2024-11-13,BV-2018,5000,32.35,SAR,161750.0,Closed,reem.alharbi@tamween.sa
PO-2024-0125,V-1029,Olaya Hygiene LLC,2024-10-28,2024-11-19,BV-2011,500,54.97,SAR,27485.0,Closed,reem.alharbi@tamween.sa
PO-2024-0183,V-1066,Al-Faisal Confectionery Ltd,2024-10-28,2024-11-23,BV-2013,500,37.61,SAR,18805.0,Closed,noor.alshamri@tamween.sa
PO-2024-0186,V-1082,Sulaiman Enterprises Group,2024-10-28,2024-11-20,BV-2021,250,36.01,SAR,9002.5,Closed,khalid.almutairi@tamween.sa
PO-2024-0378,V-1101,Levant Cleaning Trading LLC,2024-10-28,2024-11-24,FG-1028,2000,42.52,SAR,85040.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0014,V-1105,Amwaj Marketing Company,2024-11-01,2024-11-27,BV-2016,500,25.92,SAR,12960.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0037,V-1116,Solo Foods Ltd,2024-11-01,2024-11-25,CM-4002,4200,4.78,SAR,20076.0,Closed,noor.alshamri@tamween.sa
PO-2024-0145,V-1145,Diyar Marketing Ltd,2024-11-01,2024-11-25,HH-3003,1500,48.94,SAR,73410.0,Closed,sara.aldosari@tamween.sa
PO-2024-0058,V-1038,Sahara Trading Co LLC,2024-11-02,2024-11-14,HH-3005,500,6.68,SAR,3340.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0350,V-1094,Arabian Wholesale Co LLC,2024-11-02,2024-11-26,BV-2017,5000,11.66,SAR,58300.0,Closed,khalid.almutairi@tamween.sa
PO-2024-0010,V-1150,Oasis Enterprises Ltd,2024-11-04,2024-11-14,CM-4018,5000,12.15,SAR,60750.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0358,V-1112,Watani Solutions Company,2024-11-05,2024-12-02,CM-4001,2000,59.69,SAR,119380.0,Closed,reem.alharbi@tamween.sa
PO-2024-0406,V-1029,Olaya Hygiene LLC,2024-11-05,2024-11-15,HH-3009,250,15.44,SAR,3860.0,Closed,omar.faridi@tamween.sa
PO-2024-0412,V-1182,Diyar Hygiene Ltd,2024-11-05,2024-11-29,HH-3002,500,14.95,SAR,7475.0,Closed,noor.alshamri@tamween.sa
PO-2024-0217,V-1013,Levant Co Ltd,2024-11-06,2024-12-02,FG-1009,1500,32.05,SAR,48075.0,Closed,omar.faridi@tamween.sa
PO-2024-0085,V-1079,Ibn Sina Materials Trading Ltd,2024-11-07,2024-11-22,HH-3008,250,43.8,SAR,10950.0,Closed,sara.aldosari@tamween.sa
PO-2024-0126,V-1067,Bordeaux Manufacturing Group,2024-11-07,2024-12-03,CM-4004,500,49.01,SAR,24505.0,Closed,reem.alharbi@tamween.sa
PO-2024-0291,V-1127,Dar Marketing Group,2024-11-07,2024-12-03,FG-1024,1000,14.14,SAR,14140.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0308,V-1110,Premier Manufacturing Group,2024-11-08,2024-12-02,HH-3016,5000,53.97,SAR,269850.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0315,V-1172,Amwaj Commercial Company,2024-11-08,2024-11-23,CM-4008,2000,42.86,SAR,85720.0,Closed,reem.alharbi@tamween.sa
PO-2024-0399,V-1018,Jamal Trading Co LLC,2024-11-09,2024-12-08,CM-4016,250,43.88,SAR,10970.0,Closed,omar.faridi@tamween.sa
PO-2024-0422,V-1456,Gulf BioPharma Co,2024-11-09,2024-11-24,FG-2241,3426,32.0,SAR,109632.0,Closed,khalid.almutairi@tamween.sa
PO-2024-0064,V-1057,Zahra Industries Group,2024-11-10,2024-12-08,HH-3023,5000,12.52,SAR,62600.0,Closed,hala.alsaud@tamween.sa
PO-2024-0175,V-1148,Kayan Marketing Group,2024-11-10,2024-11-25,FG-1012,3000,16.44,SAR,49320.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0157,V-1164,Mada Services Ltd,2024-11-11,2024-12-06,HH-3022,1500,9.59,SAR,14385.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0393,V-1077,Arkan Foodstuff Ltd,2024-11-11,2024-11-29,HH-3004,250,20.86,SAR,5215.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0152,V-1094,Arabian Wholesale Co LLC,2024-11-12,2024-11-26,FG-1007,500,39.09,SAR,19545.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0209,V-1181,Gulf Hygiene Group,2024-11-12,2024-12-06,HH-3014,500,4.52,SAR,2260.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0123,V-1175,Desert Manufacturing Co,2024-11-13,2024-11-28,HH-3013,5000,51.88,SAR,259400.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0132,V-1157,Jeddah International Group,2024-11-13,2024-11-29,BV-2016,500,37.97,SAR,18985.0,Closed,noor.alshamri@tamween.sa
PO-2024-0185,V-1082,Sulaiman Enterprises Group,2024-11-13,2024-12-10,BV-2021,5000,49.56,SAR,247800.0,Closed,layla.alotaibi@tamween.sa
PO-2024-0336,V-1065,Zahra Industries Company,2024-11-14,2024-11-30,BV-2020,5000,51.38,SAR,256900.0,Closed,khalid.almutairi@tamween.sa
PO-2024-0117,V-1193,Tatweer Logistics Services LLC,2024-11-15,2024-11-27,FG-1011,2000,9.7,SAR,19400.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0216,V-1008,Levant Hygiene Ltd,2024-11-15,2024-11-26,CM-4001,5000,20.31,SAR,101550.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0245,V-1182,Diyar Hygiene Ltd,2024-11-15,2024-11-28,FG-1011,500,30.2,SAR,15100.0,Closed,sara.aldosari@tamween.sa
PO-2024-0400,V-1171,Najd Imports Company,2024-11-16,2024-11-29,CM-4008,250,52.4,SAR,13100.0,Closed,omar.faridi@tamween.sa
PO-2024-0083,V-1033,Al-Rajhi Foods Co,2024-11-17,2024-11-28,HH-3023,500,58.37,SAR,29185.0,Closed,sara.aldosari@tamween.sa
PO-2024-0091,V-1115,Watani Snacks Group,2024-11-17,2024-12-04,HH-3008,500,30.62,SAR,15310.0,Closed,noor.alshamri@tamween.sa
PO-2024-0220,V-1181,Gulf Hygiene Group,2024-11-17,2024-12-01,CM-4013,1000,19.55,SAR,19550.0,Closed,sara.aldosari@tamween.sa
PO-2024-0040,V-1096,Oasis Exports Trading LLC,2024-11-18,2024-11-29,HH-3002,3000,12.91,SAR,38730.0,Closed,omar.faridi@tamween.sa
PO-2024-0088,V-1158,Maghrib Commercial Ltd,2024-11-18,2024-12-05,HH-3013,2000,14.91,SAR,29820.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0096,V-1009,Bordeaux Cleaning Company,2024-11-18,2024-12-05,BV-2023,1500,53.29,SAR,79935.0,Closed,hala.alsaud@tamween.sa
PO-2024-0275,V-1032,Tigris Snacks Group,2024-11-18,2024-12-03,CM-4019,250,25.81,SAR,6452.5,Closed,mona.aldakhil@tamween.sa
PO-2024-0100,V-1114,Al-Rajhi Materials Trading Ltd,2024-11-19,2024-12-09,BV-2004,3000,4.76,SAR,14280.0,Closed,hala.alsaud@tamween.sa
PO-2024-0143,V-1032,Tigris Snacks Group,2024-11-19,2024-12-18,CM-4010,4200,56.57,SAR,237594.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0387,V-1124,Tabuk Dairy Co,2024-11-19,2024-12-19,HH-3022,2000,32.23,SAR,64460.0,Closed,noor.alshamri@tamween.sa
PO-2024-0079,V-1160,Al-Faisal Foodstuff Co LLC,2024-11-20,2024-12-18,FG-1007,3000,39.47,SAR,118410.0,Closed,reem.alharbi@tamween.sa
PO-2024-0335,V-1150,Oasis Enterprises Ltd,2024-11-21,2024-12-08,BV-2001,4200,27.95,SAR,117390.0,Closed,hala.alsaud@tamween.sa
PO-2024-0139,V-1456,Gulf BioPharma Co,2024-11-22,2024-12-17,CM-4019,250,35.28,SAR,8820.0,Closed,hala.alsaud@tamween.sa
